"Tweets","Duygu",""
"thy karantina sonrası avrupa hava trafiğini domine ediyor ","2",""
"yunan işletmeciler türk turistleri çok özledik salatayla karnını doyuran almanlar gibi değiller ","2",""
"alman turist konusunda belirsizlik sürüyor  ","1",""
"bu gördüğünüz türkiye nin tanıtım broşürü artık memlekete turist yağar herhalde bunu hazırlayanın da onay verenin de ellerine sağlık ","2",""
"moldova vatandaşları sadece ülkeye kısıtlama olmaksızın seyahat edebiliyor  ","2",""
"turizm bu demek değildir yazıklar olsun vizyonsuzluğunuza","1",""
"evimiz evinizdir sizleri misafir etmekten mutluluk duyuyoruz  ","2",""
"bakan çavuşoğlu bastırdı almanya kıvırdıkça kıvırdı bir türlü ikna edemedi yesinler sizin salgin kriterlerinizi ","1",""
"  ingiltere den doğru karar türkiye maske mesafe ve hijyen ile turizm ve gastronomi için gerekli kalite standartlarını sağlayarak kontrollü bir şekilde turist ağırlamaya devam ediyor ","0",""
"bugün kadıköy de çok lezzetli bir hamburger in doğru adresi kafe sen de tadım yaptım eski tarihi iki katlı rum evi nde mezunu canerimoquai ve turizm ci beratsenn iki genç girişimci harika bir ","2",""
"turizm sektörüne gurbetçilere ve borsacilara iyi haber türkiye yi güvenli ülkeler listesine almak için sıraya dizildiler  ","2",""
"ab türkiye yi güvenli ülkeler listesine ne zaman alacak almanya seyahat yasağını ne zaman kaldıracak ","0",""
"fransız havayolu air france ve bölgesel iştiraki hop covid krizi nedeniyle işgücünü sonuna kadar kişi azaltmayı planlıyor  ","1",""
"  ingiltere yurt dışından gelenlere uygulanan günlük karantinada türkiye ye muafiyet getirdi  ","0",""
"ingiltere den türkiye ye karantina muafiyeti ","0",""
"antalyaspor un yıldız futbolcusu lukas podolski kendimi burada güvende hissediyorum almanları antalya ya çağırıyorum ","2",""
"türk hava yolları yeni tip koronavirüs salgını nedeniyle bir süre ara verdiği italya ya tarifeli seferlerine bugün roma ve milano dan yeniden başladı  ","2",""
"vee ingiltere açıkladı türkiye de tatil yapılabilecek darısı avrupa ya turizm çalışanlarına ve turizm sektörüne destek veren işletmelere hayırlı olsun umarım herkes işinin başına döner bu zor günler geride kalır  ","2",""
"ukrayna dışişleri bakanı kuleba türkiye turistler için en güzel önlemleri almış ben de bu önlemleri kendim bizzat gördüm turizm ","2",""
"isviçre de federal hükümet bugün aldığı kararla ülkeye tatile giden ve ülkeye dönenlere günlük karantina şartı getirdi  ","0",""
"birleşik krallık ta ulaştırma bakanlığı ingiliz vatandaşlarının seyahat etmelerine izin verilen güvenli destinasyonlar listesini açıkladı türkiye listeye dahil edildi ","2",""
"büyükelçi sybiha dan ine destek  ","2",""
"alanya sabirsizlikla zirveden çikacak sonucu bekliyor  ","0",""
"bm küresel nedeniyle trilyon dolar kayıp yaşayabilirim  ","1",""
"alanyali turizmciler hayal kirikliğina uğrayacak ","1",""
"yunanistan temmuz a kadar ingiltere ye kapılarını kapattı ","1",""
"türkiye turizm diplomasisinde başarılı olabilecek mi ","0",""
" pandemi havacılık sektörünü nasıl etkiledi hangi önlemler alındı ","0",""
"dhm haziran ayı dahil ilk altı aya ait istatistikleri yayınladı havaalanlarını kullanan yolcu sayısı un ilk altı ayının gerisinde kaldı  ","1",""
"türk hava yolları türkiye ye gelecek olan vatandaşların veya yabancı ziyaretçilerin covid la ilgili tedirginliğini ortadan kaldıracak sigorta hizmetine internet sitesi üzerinden erişim imkanı sunuyor ","2",""
"bayburt un kuzeyinde uzanan soğanlı dağları nda bin rakımlı soğanlı dumlu kavlatan ve günbuldu yaylaları doğal güzellikleri ve zengin bitki çeşitliliğiyle alternatif turizme ilgi duyan meraklılarını bekliyor   ","2",""
"gurbetçiye tehdit türkiye ye tatile giderseniz kovarım  ","1",""
" ay önce kapıları açıyorduk şimdi kapıları açmalarını bekliyoruz  ","1",""
"menderes sahilleri yeni tesislerle tatil sezonunu açtı ","0",""
"yüzbinlerce euro harcayarak yapılamayan ülke turizm tanıtımının yeri geldiğinde bir kişi tarafından yapıldığını unutmayınız rehberler bir ülkenin uzman kalifiye dil bilen zenginlikleridir  ","2",""
"turizmin yeni gözdesi montenegro nun turistik bölgesi budva ya bölgenin en nitelikli residansını inşa ederek buraya yatırım yapan ilk türk turizmciler olarak adlarını yazdırdılar  ","0",""
"turizm yıllarca ekonomiyi sırtladı turizm çalışanları olarak yıllarca iyi zamanda desteğimizi verdiğimiz devletimiz bizi boynu bükük koydu yarım yamalak borca mahsuben bir kredi verecekti ondanda haber yok coğrafya kaderindir iş aş ekmek beceriksizlik ","1",""
"istanbul ticaret odası nın başkanlığını yürüttüğü istanbul kongre ve ziyaretçi bürosu icvb istanbul un liderliğinde dünyanın en büyük kongre şehirlerini online olarak bir araya getirdi ","0",""
"lufthansa grubu bugün covid kriziyle ilgili yeniden yapılandırma planı çerçevesinde uygulanacak yeni maliyet önlemlerini açıkladı plana göre grubun üst düzey yönetici kadrosu küçülecek  ","1",""
"bu yaz türk turizmini kurtaracak olanlar her işimiz düştüğünde yanımızda olan orda yabancı burda almancı olarak adlandırılan gurbetçiler  ","2",""
"bursa da iç turizmde tanıtım atağı  ","2",""
"türk turizm sektörüne müjde almanlar türkiye de tatile hazırlanıyor","2",""
"uluslararası turizm nin ilk çeyreğinde azaldı ve yıllık bazda oranında düştü dünya turizm örgütü bu yıl için olası turizm senaryosunu yayımladı ","1",""
"turizmin başkenti antalya da henüz turizmden eser yok gibi ama şehir bugün dünden daha serin ve meşhur ","1",""
"alman vekiller türkiye ile turizmin normalleşmesini istiyor almanya da iktidardaki koalisyon partilerinin dış politika sözcüleri türkiye ile turizmin normalleşmesi için yürütülen görüşmelere destek verdi ","2",""
"atalarımız tarafından milli mücadeleyle yabancı devletlerin bertaraf edildiği kıyılarımızda turizm ve pahalılığı nedeniyle tatil yapamıyoruz ","1",""
"kurucumuz feza ökten koca covid pandemisi sonrası turizm sektöründe mimari açıdan yapılması gereken değişikliklerden bahsettiği röportajı ile skyroad dergisi  ","0",""
"sağlık turizminin en ayrıcalıklı halini ihlas kuzuluk kaplıca evleri nde deneyimleyin i ","2",""
"galata kulesi nin restorasyonu durduruldu ","1",""
" gerçek talep temmuz a kadar netleşecek ","0",""
"turizmciler koronavirüs testinin turistler için ücretsiz olmasını istiyor   ","1",""
"almanya da iktidardaki koalisyon partilerinin dış politika sözcüleri türkiye ile turizmin normalleşmesi için yürütülen görüşmelere destek verdi ","2",""
"turizmcilerimiz ağlamayı bırakıp çalışmaya başlamalılar  krizini aşmak için okullara turizm dersi koymuş turizmcilerde çocuklara özel programlara ağırlık vermiş  ","2",""
"ersoy ülkenin turistleri ağırlamaya hazır olan turistik bölgelerinde koronavirüs ün tamamen kontrol altında olduğunu söyledi ","2",""
"british airways temmuz dan itibaren londra istanbul londra uçuşlarına başlıyor  ","0",""
"cari işlemleri eskiden hizmet geliri olarak turizm önemli oranda dengeliyordu  ","1",""
"alman hükümetinin turizm sorumlusu thomas barei koronavirüs salgını nedeniyle türkiye ye getirilen seyahat uyarısının kaldırılması için hızlı bir adım atabileceklerini söyledi ","2",""
"almanya dan türkiye ye seyahat açıklaması  ","0",""
"vaka sayısında avrupa da ispanya ve italya dan sonra sıraya yerleştik bu saatten sonra üste para versen turist murist gelmez ","1",""
"eğlence sektörüde faaliyetlerine devam etmek istiyor  ","2",""
" yıl önce bodrum güvercinlik te yanan bu arazi için dönemin yetkili bakanı sayın veysel eroğlu bir çivi bile çakılmayacak ormanlaştıracağız demişti ağaçların şekli otel ve havuz gibi yeşilin rengi de bir başka sanki ","1",""
"romanya bugünden geçerli olacak yeşil bölge güvenli ülkeler listesini açıkladı ülke ile yarından itibaren uçuşlar karşılıklı olarak başlayabilecek bu ülkeler arasında türkiye yine yok  ","1",""
"bir ülkede turizm bakanı bunu yaparsa  ","1",""
"kapıkule de araç trafiği gurbetçiyi canından bezdirdi","1",""
" daha düne kadar ey almanya sen kimsin diyordu  ","1",""
"başkan güngör yaylalarımızı turizme kazandırmak için gayret ediyoruz  ","2",""
"kuzey kıbrıs türk cumhuriyeti nde ülkeye girişle ilgili karar yetkisinin sağlık bakanlığı na verilmesinin ardından sağlık bakanlığı bugün yeni kararları açıkladı türkiye orta riskli ülke olarak b kategorisinde yer aldı ","0",""
" alman dışişleri bakanlığı nın seyahat uyarısına rağmen alman tatilciler türkiye tatilinin peşinde  ","2",""
"rusya nın devlet uzay ajansı roscosmos on yıl aradan sonra te rus soyuz uzay aracıyla yapılacak kısa bir uçuşla uluslararası uzay istasyonu na iki turist götürmeyi planlıyor","0",""
" temmuz istanbul fatih eminönü pazartesi türkiye oteller çok çok güzel bir aile oteli personellerin güler yüzlü ve yardımseverligi ve yepyeni odaları ile aynı evimde gibi hissettim tekrar geleceğim herkese tavsiye ederim telefon ","2",""
"ordu da koronavirüs salgını ile birlikte güvenli turizm sertifikası turizm sektöründe rekabetçi olmanın ön şartı haline gelmiş durumda  ","0",""
" ilk ay yabancı ziyaretçi gelmiş yılını milyon yabancı ziyaretçi ile kapatırsak büyük başarı ","1",""
"putin rusyalı turistlere sınırıların açılması konusunda karamsar ","1",""
" güngör yaylalarımızı turizme kazandırmak için gayret ediyoruz ","2",""
"kuzey kıbrıs türk cumhuriyetinde bakanlar kurulu covid u tehlikeli bulaşıcı hastalık olarak ilan etti ve daha önce ülkeye girişle ilgili alınmış kararları iptal etti ","1",""
"alman hükümetinin turizm sorumlusu thomas bareiss türkiye ile turizmin yakın zamanda başlayacağı konusunda emin olduğunu söyledi   ","2",""
"tarım ve orman bakanı dr bekir pakdemirli çankırı kurşunlu ilçesinde tkdk nın ipard kapsamında destekleyeceği korkut ata kırsal turizm tesisinin temelini attı   ","0",""
"hadi gözünüz aydın seyahat yasağı kalkıyor  ","2",""
"expedia partner solutions eps kripto para ile ödeme olanağı sağlayan online seyahat acentası travala ile işbirliği yapıyor ","0",""
"alman hükümetinin turizm sorumlusu thomas bareiss türkiye ile turizmin yakın zamanda başlayacağı konusunda emin olduğunu söyledi ","2",""
" sağlıklı kent alanya toplantısı yapıldı  ","0",""
"almanya dan türkiye ye seyahat uyarısıyla ilgili flaş açıklama","0",""
"bu sene dalamana inen sayili ucaklardan biri havalimani bomboş avrupa birligi turizme sadece kendi icinde onay verdi isvicrede turkiyeye gidenlere donuste gün karantina uygulayacak almanya turkiyeden donenlerden test sonucu istiyor  ","1",""
"izole tatil için plajlarda oluşturulan özel bölümler ilgi görüyor antalya da koronavirüsten dolayı izole tatil geçirmek isteyenler için otellerin sahillerine birbirinden farklı özel bölümler yerleştirildi","0",""
"menderes ten ekonomik turizm hizmeti  ","2",""
"turizm sektörünün iki önemli ismi dedeman hotels amp resorts otellerinde yeni görevlerinin başına geçti   ","0",""
"turizm sektörü batıyor farkındamısınız  ","1",""
"dışişleri bakanı kovid sürecinde türkiye nin haklı davasını iyi anlattıklarını belirterek ne kadar güvenli bir ülke olduğumuzu bölgemizin turistleri ağırlamak bakımından ne kadar hazır olduğunu anlatmak görevimiz dedi  ","2",""
" ülkede yaklaşık tesisi olan otel grubu wyndham iki yeni otel daha açıyor  ","0",""
"türkiye nin gözde turizm merkezlerinden izmir de sahillerde polis atlı birlikleri denetim yapmaya başladı emniyet genel müdürlüğünce tahsis edilen tırlar içinde ilçelere götürülen atlar plajlardaki vatandaşların da ilgisini çekiyor ","0",""
"yunanistan kapıları açamadı türk turisti bekleyen yunan işletmeci şimdi isyanları oynuyor ","1",""
"bodrum da lira lık döner tartışmasına almanlar da şaştı ","1",""
"turizm in sessiz makam sahipleri aydır işsiz olan seyahatacentaları bireysel güçlerini yitirmiş ve aciliyetle güzel haberlerinizi beklemekteler bu sessizliğe son verin artık   ","1",""
"turizm bakanı ersoy macaristan dan ve ingiltere den iyi haberler aldık inanıyorum ki ab den de yakın zamanda olumlu haberler gelecek     ","1",""
"abd de yüksek mahkeme salı günü adlarında com bulunan şirketlerin com dan önceki kısmı genel bile olsa tüketici algısına dayalı olarak ticari marka korumasına alınabileceği yönünde karar verdi  ","0",""
"kimlerde korona jetonu düşmedi  ","1",""
"turizm diplomasisi bazen gemi bazen denizaltıdır ","0",""
"covid dünya turizminde son yılın en büyük krizi covid un turizm sektörüne etkileri devam ediyor en az bir yıl daha sürmesi öngörülen seyahat krizine dair birleşmişmilletler dünya turizm örgütü yılında dünya genelinde turist sayısını yüzde küçüleceğini belirtti ","1",""
"türkiye genelinde ilk başladığında gönüllük esası olan ve daha sonra zorunlu hale getirilen güvenliturizm sertifikasyon programı kapsamında başvuran otel sayısı a yükseldi başvrulardan otele sertifika verilirken iki otel ise uygun görülmedi  ","0",""
"rafting heyecanına sosyal mesafe düzenlemesi ","0",""
"türkiye turizme birçok avrupa ülkesinden daha hazırlıklı  ","2",""
"kültür turizminin önemli merkezlerinin başında gelen şanlıurfa turizmde artan çeşitlilikle her geçen gün daha da güç kazanıyor ","2",""
"  bakanı yılının üçüncü çeyreğine ilişkin rakamları paylaştı ","0",""
"kızılcahamam belediyesi güvenli turizm sertifikası aldı ","2",""
"türke hes kodu zorunlu yabancıya serbest ","1",""
"zorunlu hale getirildi yabancı turist için geçerli değil ","1",""
"türklere hes kodu zorunluluğu ","0",""
"tarihin sıfır noktası semalarında balonla yolculuk başlıyor hazır mısınız  ","0",""
"eylül ayına ait enflasyon verilerinde turizm ın payı belli oldu ","0",""
" e vurdugunuz darbeyle ilk adimi attiniz bakalim bir sonraki hedefiniz hangi sektor olacak ","1",""
"menzelet barajı turizmin hizmetinde ","0",""
"dünya turizm günü kutlu olsun ","2",""
"tarihin sıfır noktası de lansman uçuşu ","0",""
" pozitif getiri sağlar öngörülebilir bir sektörü ve sektörü şirketleri rahatsız olabilir sektörüne desteğini gösterdi yatırımlarının hangi şekilde dağılacağı belli oldu ","0",""
" milyon kişi ekolojik turizm alanında en iyileri seçiyor ","0",""
"erdoğanın büyütüp beslediği yetiştirip koruduğu en ünlü dolandırıcısı adil üstündağ ","1",""
"turistler türkiye de tedavilerini yaptırdıktan sonra masraflarını ödemeden ülkelerine döndü ","2",""
"üyelerimizi ziyaret eden başkanımız turizm alanında geniş ürün yelpazesi ve özellikle turizminde hizmet veren in sahibi yik üyemiz nesrin karaman ı ziyaret etti görüşmede un sektörüne etkileri üzerine konuşuldu ","0",""
"antalya da gerçekleştireceği projelerle turizm potansiyeli artacak esnaf kazanacak iş gücü çoğalacak antalya halkı kazanacak ","2",""
"kalaycıoğlu turizm ünlü ispanyol şirket radilust experience ile iş birliği anlaşması yaptı ","0",""
"alanya tdp den turizme destek ","2",""
"antalyaya en çok turisti hangi operatör getirdi ","0",""
" otobüs kapadokya da bomba gibiydik ","2",""
"butik otel olarak tanıtılan oteller hangi özellikleri ile butik sıfatına haiz olabilmektedir ","0",""
" aylık veriler ortaya çıktı seyahat acentaları varlık yokluk savaşı veriyor","1",""
"ilimiz sarıkaya ilçesinde bulunan bin yıldır sıcak suyu akan ve şifa dağıtan unesco dünya kültürel mirası geçici listesinde bulunan ve mutlaka gelip görmeniz gereken basilica therma muhteşemliği ile sizi bekliyor ","2",""
"alanya da turizmin hali içler acısı","1",""
"otellerde maliyet artışlarını hangi kalem sürükledi ","1",""
"eşsiz güzelliği ile kasaba köyü iskelesi  ","2",""
"karantina out pcr testi in şimde seyahat edenler için  ","0",""
"karaköprü de ikinci deneme baydilli müjdeyi duyurdu ","2",""
" m lik turistik tesis alanı ihaleyle satılacak ","0",""
" ağustos ayı dhmi yolcu istatistiklerine göre iç hat yolcu sayısı aylık artarken geçen yılın aynı ayına göre azaldı dış hat yolcu sayısı aylık artarak milyon kişiye çıkarken geçen senenin aynı ayına göre düşük kaldı ","1",""
"inde yılı paket tur pazarının liderleri belli oldu ","0",""
" thy sürecinde sektöründe kazanan oyunculardan biri olacaktır ","2",""
" turizme kiralanan yerler için raporunu açıkladı ","0",""
"türkiye ye zorunluluğu getiren seyahatleri kabul etmeyecek ","1",""
"paris te koronavirüs tedbirleri artırıldı ","0",""
"türkiye nin eşsiz zenginlikteki tarihi ve kültürel varlıklarının sergilendiği den fazla müze ve ören yerine ziyaret olanağı sağlayan müzekart ın kapsamı genişliyor ","0",""
"akp chp nin dolandırıcı otelcisi nerde bir hırsız var arkasında  ","1",""
"akp chp nin otelcisi adil üstündağ nitelikli dolandırıcılık yapıyor fuhuş çetesi ","1",""
" eylül ekim turizm dünyasında neler yaşandı  ","0",""
"saç ekimi koronavirüs salgınına takılmadı","2",""
"pandemiden en çok etkilenen sektörlerden turizm yılında büyük darbe aldı bir önceki senenin yaz aylarına kıyasla avrupa rusya ve türkiye bölgesinde yaklaşık lır bir turizm geliri kaybı yaşandı en çok etkilenen bölge asya pasik olurken dünyada bu oran ","1",""
"ukraynalı turist otel odasında ölü bulundu ","1",""
"iğdır valimizi ziyaret ettik iğdır ımıza gösterdikleri ilgiden dolayı teşekkür ediyorum ","2",""
"ine bir darbe daha ingilizler kararını verdi ","1",""
"yerli turist otel sahibini isyan ettirdi ","1",""
"hatay dan mutlu pazarlar sizleri efsanelerin şehri hatay ı görmeye davet ediyoruz ","2",""
"turizm sektörünün umudu sporda ","2",""
"tvf genel müdürü zafer sönmez tvf nin hissesine sahip olduğu türk hava yolları ile ilgili finansman görüşmeleri ve hisse satışı yapmayı planladığı şeklindeki iddialarla ilgili açıklama yaptı ","0",""
"tui sermaye ihtiyacı için varlık mı satacak yoksa hisse mi çıkaracak ","0",""
" ve turizm bakan yardımcısı demircan antalya da incelemelerde bulundu ","0",""
"salgının vurduğu dev yolcu gemileri izmir de sökülüyor ","1",""
"tüm değerlerin ve ilkelerin akılcı kullanımını sağlayarak türkiye ve dünya için güçlü iş birlikleri oluşturuyoruz ","2",""
"tatil planlarına karantina engeli ","1",""
"sivas a karavan turizmi geliyor ","2",""
" yaz turizm sezonunda yüzde iş yaptik ","0",""
"pandemi de en çok darbe gören sektör şirketleri sezon başlangıcında başlayıp hala devam eden süreçte hisselerini de olumsuz etkilemesi normal sanırım bir pakette onlara lazım ","1",""
"ankara da mutlaka görülmesi gereken tarihi mekanlar","2",""
"turistik yerleri pandemi vurdu ","1",""
" pazarı hızla büyüyecek ","2",""
"antalya ya eylülde gelen turist sayısı milyonu aştı ","2",""
" tarım turizmi kapsamında yerel ürünlerin pazarlama ve markalaşma çalışmaları başarıyla gerçekleştirdik","2",""
"burası eynesil maviye tutkun yeşile sevdalı olanların şehri çıkın çıkın gelin efendim ","2",""
" küresel turizmin adil kapsayıcı daha şeffaf ve herkes için faydalı olmasını sağlamak için tarafından oluşturulan etiği çerçeve sözleşmesi nin ilk imzacısı oldu e yakın minik adacıktan oluşan ülke kesinlikle görün","2",""
" ankara uluslararası travelexpo turizm ve seyahat fuarı ","0",""
" olarak misafirlerimizin ve çalışanlarımızın sağlık ve güvenliği bizler için her zaman ilk sırada yer almaktadır hes kodu ile birlikte sizleri ağırlamaktan her zaman memnuniyet duyarız ","2",""
"antalyaya ocaktan beri milyon turist geldi ","2",""
"günübirlik amasra turlarımızda sende bize katıl bilgi ve rezervasyon için ","0",""
"bodrum da tatilcileri şoke eden olay ","1",""
"yenilikçi ve kazançlı başarı ortaklıkla mümkündür ","2",""
" yılının antik kenti patara ","0",""
" akdeniz çanağı ülkesinde turizme verilen teşvikler yılına kadar vize muafiyeti ise nisan sonuna kadar uzatıldı ","2",""
"büyüklerimizi nevali hotel de misafir etmekten mutluluk duyduk  ","2",""
" rus basını ruslar ve almanlar arasındaki şezlong savaşları sona erdi ","0",""
"herkese bedava isfanbul indirim kodu kuponu al gt ","2",""
"ft bu defa manipülasyon rotasını türk turizmine yönlendirdi  ","1",""
"belirtisiz vaka sayısı ile ilgili dünyada yapılmış tahmin teorilerine dayalı araştırmalar mevcut ancak konu şudur ki hangi ülke tüm nüfusa test yaparak tam vaka sayısını belirledi ve yayınladı ","0",""
" ferizli tarihi doğayı ve sanayiyi barındırıyor ","2",""
"üç ayda bin yurt dışı yolcusuna test ","0",""
" rusya da iç turizmi seçen turiste kaç ruble teşvik primi verilecek ","0",""
"türkiye ve polonya ingiltere nin koronavirüs karantina listesine eklendi ","1",""
"ingiltere maalesef bizi güvenli ülkeler kategorisinden çıkarmış bakanım keşke son açıklamayı yapmasaydınız ","1",""
" bir dönem türkiye nin önde gelen turizm markasıydı milyonu aşkın borç ile iflası istendi ","1",""
"huzurlu sağlıklı bereketli ve sevgi dolu bir cumamız olsun hayırlı cumalar bizim geçmişimiz çocuklarımızın geleceğini inşa etmede çok büyük bir güç olacaktır ","2",""
" ingiltere den yeni karar yi ve yı seyahat koridoru listesinden çıkararak yeniden karantina uygulanacak ülkeler arasına ekledi bu ülkelerden ingiltere ye gelecek kişilerin gün süreyle tek bir adreste izole olmaları gerekecek ","1",""
"koronavirüs ingiltere türkiye yi covid vakalarını farklı tanımladığı için yeniden karantina listesine aldı ","1",""
" nedeniyle ın geliri yüzde geriledi ","1",""
"büyük emek harcadığımız diyarbakırda dokuz nefes tanıtım klibimiz artık tümdijital platformlarda ","2",""
" slm aleyküm hayırlı geceler bülent bey çok acil olarak ile bize uyguladığı kaldırmadı için tüm birimleri acil olarak bu işi bir çözüme kavuşturmalı için ve için çok büyük bir kayıp olur kaybederiz","1",""
"merhaba arkadaşlar ben bir ıspartalı olarak gölümüzün kurumaması ve yetkililerin gölü koruması için böyle bir hanstag açıyorum sizlerde paylaşıp yardım eder misiniz gölümüze sahip çıkalım durum çok kötü ","1",""
" bitti üst boyutta nasıl geçer bu sezonudestek verecek paket yok zarar daaçmıyor bende dahil olmak üzere aydır mağduruz bu işin sonu iyi değil ","1",""
"dünya turizm örgütü bu yılın temasını kırsal kalkınma ve turizm olarak belirledi yaşanan süreçte bu aynı zamanda ve in daha da yakınlaşacağı anlamını taşıyor bu iki stratejik sektörün işbirliği alanını genişletmeliyiz tr","2",""
"şu an ki kurtuluş savaşı yıllarında olsa padişah baştan gitsin diye izmir de yunan a tezahürat yapardı üç beş kuruş çıkar için bu yaptıklarınızı sizin burnunuzdan getirmezsem adam demeyin ","1",""
"gozunuz aydin milletvekilim iyi oldu bu son tartismayi actiginiz ingiltere turist yollamiyor vatana hizmet budur ","1",""
"antalyaya kışın rus akını şimdiden garanti edildi ","2",""
"bereketli hilal in kalbi güney doğu anadolu bölgemizin geleceği ve ün verimli işbirliğini gerektiriyor dünya miras listesinin tarımdaki karşılığı olan giahs ile ilgili fao nun deki çalışmasında ülkemizden ","0",""
"turizm devi silkar ın iflası istendi bir dönem türkiye nin en büyük otelcilerinden biri olan ın istendi ","1",""
"ingiltere nin türkiye yi seyahat koridorundan çıkarıp karantina listesine eklediği söyleniyor ne yaptıkları belli değil ","1",""
"ingiltere duyurdu yeniden karantina listesinde almanya nın ardından ingiltere de kara listeye aldı şimdi anladınız mı iktidar neden gerçek vaka sayılarını açıklamıyor durur gelmez parasız kalırlar insanlar hayatını kaybetmiş onların umurunda mı ","1",""
"içişleri bakanlığının almış olduğu karar doğrultusunda otelimize giriş yaparken hes kodu almanız gerekmektedir hepimizin sağlığı açısından kurallara uyalım ","0",""
" da ki son yazım yayında ve sektörünün durumuna derinden girdim belki de hiç bilmediğiniz duymadığınız konuları yazdım kalbi olan yavaş okusun soğumadan tüketin ","0",""
" ishcisi hollanda tv si yıl önce bölüm antalya altıncı avm dolandırıcılığını gizli kamera amp madurlar ile gösterdi h la milletin dilinde müşteri başı kazık atacağız diye yıllık binlerce turistten oldular rus lara mahkum kaldılar yerli esnafa yazık oldu ","1",""
"sorumsuzluğun da bu kadarı telefonla oynayarak otobüs kullanan şoför tepkilerin odağında ","1",""
"blackorwhite iş dünyası cemiyet ve yaşam dergisi bodrum a çok önemli markalar gelecek ","2",""
"divan adana üst düzey önlemlerle kapılarını açtı ","0",""
"türsab yönetim kurulu başkanı firuz b bağlıkaya ve türsab heyeti bursa ticaret ve sanayi odası nı ziyaret etti ","0",""
"dome glamping için sapanca ya gelin ","2",""
"koronavirüs ine büyük darbe vurdu ","1",""
"endonezya gezilecek yerler ","0",""
"giresun teknoloji ile turizmde çağ atlayacak ","2",""
"artık her şey için gereken hes kodu nasıl alınır","0",""
"ispanya palma merkezli b b otel tedarikçisi bugün thomas cook ile stratejik bir işbirliği yaptığını duyurdu ","2",""
" yıl sonunda antalya ne kadarlık turist seviyesine ulaşır ","0",""
"işler iyi iken yönetmek hüner değildir kriz anında krizi yönetebiliyor musun yetenek bilgi tecrübe o zaman devreye girer ","1",""
"harika bir fikir ben t sıralamasını olarak yapardım ","2",""
"turizmde destinasyon yönetimi sonuç odaklı programı çalışmalarımız kapsamında emre duru ile birlikte ve ilçelerimizin potansiyel turizm yerlerini inceledik ","0",""
"turizm devinin iflası istendi ","1",""
"türkiye nin en büyüğü olacak alanyalı turizmcinin dev projesi hayata geçiyor ","2",""
" in havacılık tasarım ve sertifikasyon alanlarındaki mühendislik altyapısı ve yetkinliği easa avrupa havacılık emniyeti ajansı tarafından tasarım organizasyonu onayı doa sertifikası ile tescillendi ","2",""
"kaynak sorunu yok idrak sorunu vartürkiye t ile ekonomide atılım yapabilir turizm tarım teknoloji kaynakları üretmeden tüketen zombilere harcamayalım  ","1",""
"alanyali turizmciden kayseri ataği ","2",""
" bir havayolu firması daha antalya uçuşlarına başladı ","2",""
"ingilizler kasım e kadar marmaris e gelecek ","0",""
"sektörü bu yaz yüzde lik kayba uğradi ","1",""
"yeni bir ay yeni bir gün sağlıklı huzurlu ve hayırlı olur inşallah ","2",""
" moskova belediye başkanı nın açıklamasının ardından türkiye tatillerine yönelik talep arttı ","2",""
" ekim de bugün hava sıcaklığı en yüksek c olacak ve güneşli bir hava bizi bekliyor sosyal mesafeye dikkat ettiğiniz sağlık ve huzur dolu bir gün dileriz ","2",""
"uluslararası turizm ve seyahat fuarı emitt ertelendi ","1",""
"her yıl istanbul da yapılan doğu akdeniz uluslararası turizm ve seyahat fuarı istanbul yılında yapılmayacak ","1",""
"marieta adaları ilgi çekmekle sınırlı kalmıyor ","2",""
"ingiliz turistlerden yoğun ilgi alanya da tatil sezonu devam ediyor ","2",""
" insan hareketinin en yoğun olduğu işletme türlerinden birisi için olması gereken bir uygulama turizm çalışanları için olumlu mayıs tan itibaren zorunlu olamaz mıydı  1","1",""
" edirne lozan anıtı ve müzesi yapıldı gururluyuz","2",""
" aynı şehir iki farklı belediye aralarında metreler var lakin sanat ve estetik anlayışları arasında uçurum beton dökme ve ben yaptım oldu anlayışıyla sanat olmaz anlamıyorsanız yapmayın ya da iki metre ötenizde hazır yapılmışından ibret alın ","1",""
"tatil noktaları sıralamamı değiştirdim ","0",""
"marmaris ten turizm atağı","2",""
"eylül ayına ilişkin nakdi ücret desteği ödemeleri ekimde başlıyor işsizlik ödeneğine hak kazanamayanlar ekimücretsiz izine ayrılmış olan çalışanlar ekimde ödemeleri gerçekleşiyor ","2",""
"ilk koltuklu mercedes benz sprinter filosu teslim edildi ","0",""
"pandemi süreci ve vaka sayısı bu şekilde devam ederse sizce sezonu nasıl olur ","0",""
" ve acentelerinin yeni destinasyonu istanbul ","0",""
"içişleri bakanlığı tarafından ilin valiliğine gönderilen yeni genelge ile tüm konaklama tesislerine müşteri kabulü için hes kodu zorunluluğu getirildi ","0",""
"salgın sürecinden ev dışı sektörü ve sektörü en fazla etkilenen sektörler oldu bu sektörlerin çalışanları dönemsel kazanç elde edip sezon harici dönemde kazandıklarını harcamaktadırlar zor bir kış dönemi olacak ","1",""
" avustralya basını türkiye dev bir lüks gemi mezarlığına döndü ","1",""
" sanayi gelismeden hizmet sektoru gelistiginde bizdeki gibi bazi sorunlar yasanmaktadir cok cok dogru geldi bu adami cok tutuyorum","2",""
" ekim e kadar uzatılan vize yasağının yarın bitip bitmeyeceğine dair henüz karar alınmadı ","0",""
