Tweets,"Duygu",""
 türkiye uçuşlar ın ı ask ıya ald ı,"1",""
 antalya havaliman ı temmuz ağustos döneminde kaç yolcuya hizmet verdi ,"0",""
turizm yöneticisi geçmişte turizm çal ışan ı m ı olmal ıd ır yönetici hangi vas ıflara sahip olursa iyi bir turizm yöneticisi olur ,"0",""
turizmde akşehir in lokomotifi küçükağakonağ ı,"2",""
düne kadar hunharca sömürülen thy pozisyonlar ında maaşlar ciddi oranda düşürülüyor ,"1",""
birleşmiş milletler genel sekreteri antonio guterres koronavirüs nedeniyle küresel turizm endüstrisinde son ay içerisinde milyar sterlin kay ıp olduğunu ve milyondan fazla insan ın işini kaybedebileceğini öne sürdü ,"1",""
geçtiğimiz sal ı günü yunanistan dan galler e giden tui uçuşundaki on alt ı yolcuda covid tespit edildi uçaktaki yolcu ve mürettebattan iki hafta boyunca kendilerini izole etmeleri isteniyor,"1",""
havac ıl ık otoritesi eylül de başlamas ı planlanan türkiye irak uçuşlar ın ın türk yetkililer taraf ından ay boyunca ertelendiğini duyurdu,"1",""
bu ayki gazetesindeki yaz ım umar ım bu günleri hep birlikte turizm de aşar ız ,"2",""
malezya k ıs ıtlamalar ı ve uluslararas ı turistlere yönelik yasaklar ı aral ık ye kadar uzatt ı,"1",""
türk hava yollar ı ve hava iş sendikas ı aras ında ücretlerle ilgili yap ılan görüşmeler sona erdi ve taraflar bugün anlaşmay ı imzalad ılar ,"2",""
sosyal mesafeyi unutman ın bedeli ağ ır olmaz umar ım ,"1",""
 kültürel doğal ve sosyo ekonomik canl ıl ığ ıyla cennetin eşşiz liman ı mersindeyiz ya siz ,"2",""
demircan türkiye genelinde avm nin yer ald ığ ın ı ve bunlar ın içerisinde kültür merkezi gibi kütüphanelerin de olacağ ı çal ışmalar ın devam ettiğini belirtti ,"0",""
antalya belediyeler şunu anlayamad ık anlatamad ık dronmuş havai fişekmiş vb havaya suya yaz ılan dakikal ık görsellikleri kamu kaynaklar ıyla yapmak israf ın daniskas ıd ır ,"1",""
ab güvenli seyahat listesini güncelledi türkiye bir kez daha listede yok ,"1",""
pandemi döneminde yükseliş başlad ı ,"2",""
 temmuz itibar ıyla yeniden başlayan yurt d ış ı uçuşlar ı ile antalya ya ayda bin turist geldi iç hat aktarmal ı gelen turistlerle say ı milyonu geçti ,"2",""
yerli markadan dört mevsim güvenli sürüş için yeni nesil lastik teknolojisi,"2",""
türk hava yollar ı ve teknoloji firmas ı amadeus yeni bir anlaşma imzalad ı ,"0",""
dünyan ın tek yeralt ı kervansaray ı aksaray da buras ı ,"2",""
rumkale ye cam teras yap ılacak ,"0",""
 düzce nin ve anadolu nun denize aç ılan en önemli kap ılar ından olan akçakoca sahilleri güneşli hafta sonunu denizde geçirmek isteyen tatilcilerin ak ın ına uğrad ı ,"2",""
üç bin y ıll ık kent birgi turizmde hak ettiği değeri almak istiyor çok say ıda medeniyete ev sahipliği yapan izmir in ödemiş ilçesindeki tarihi mahallesi birgi efeler yolu projesi sayesinde daha çok ziyaretçiyi ağ ırlayacak,"2",""
türkiye den almanya ya dönüş için yap ılmas ı gerekenler,"0",""
dünyaca ünlü sahilde fotoğraf resitali ,"2",""
karadeniz huser rize yayla bulut denizi horon eşi benzeri olmayan güzellik,"2",""
turizm sezonu kapand ıktan sonra korona sezonunu açabilirler ,"1",""
antalya belediyeler kaş turizm vatandaş ı engelleyerek hangi aç ığ ın ız ı saklamaya çal ış ıyorsunuz ve sadece ve sadece vatandaşa hizmetle yükümlü bir belediye bir vatandaş ı nas ıl engelleme cüreti gösterebilir medya yönetiminiz s ır ıt ıyor yaz ık bu eller mi kaş a hizmet ediyor ,"1",""
 yolu doğru olan ın yükü ağ ır olur,"2",""
koronavirüs otellerde değil plajlarda,"1",""
thy uçuş plan ı güncellendi,"0",""
antalya da bin turiste koronavirüs testi,"0",""
ab den türkiye ye en erken ekim de vize ve zorunlu karantina ,"1",""
işler iyi iken yönetmek hüner değildir kriz an ında krizi yönetebiliyor musun yetenek bilgi tecrübe o zaman devreye girer  ,"1",""
harika bir fikir ben de s ıralamas ın ı teknoloji tar ım turizm olarak yapard ım ,"2",""
turizm devinin iflas ı ,"1",""
türkiye nin en büyüğü olacak alanyal ı turizmcinin dev projesi hayata geçiyor  ,"2",""
turizm devi silkar  ın iflas ı istendi bir dönem türkiye nin en büyük otelcilerinden biri olan silkar  ın iflas ı istendi   ,"1",""
 in havac ıl ık tasar ım ve sertifikasyon alanlar ındaki mühendislik altyap ıs ı ve yetkinliği easa avrupa havac ıl ık emniyeti ajans ı taraf ından tasar ım organizasyonu onay ı doa sertifikas ı ile tescillendi ,"2",""
kaynak sorunu yok idrak sorunu var türkiye   ile ekonomide at ıl ım yapabilir turizm tar ım teknoloji kaynaklar ı üretmeden tüketen zombilere harcamayal ım bu alanda kullanal ım ülkeyi uçural ım  ,"2",""
 bir havayolu firmas ı daha antalya uçuşlar ına başlad ı,"0",""
ingilizler kas ım e kadar marmaris e gelecek  ,"0",""
sektörü bu yaz yüzde lik kayba uğradi ,"1",""
 moskova belediye başkan ı n ın aç ıklamas ın ın ard ından türkiye tatillerine yönelik talep artt ı moskova ,"2",""
uluslararas ı turizm ve seyahat fuar ı emitt ertelendi ,"1",""
her y ıl istanbul da yap ılan doğu akdeniz uluslararas ı turizm ve seyahat fuar ı istanbul y ıl ında yap ılmayacak ,"1",""
ingiliz turistlerden yoğun ilgi alanya da tatil sezonu devam ediyor   ,"2",""
 insan hareketinin en yoğun olduğu işletme türlerinden birisi için olmas ı gereken bir uygulama turizm çal ışanlar ı için   may ıs tan itibaren zorunlu olamaz m ıyd ı  ,"1",""
 expo ayn ı şehir iki farkl ı belediye aralar ında metreler var lakin sanat ve estetik anlay ışlar ı aras ında uçurum beton dökme ve ben yapt ım oldu anlay ış ıyla sanat olmaz anlam ıyorsan ız yapmay ın ya da iki metre ötenizde haz ır yap ılm ış ından ibret al ın ,"1",""
marmaris ten turizm atağ ı ,"2",""
eylül ay ına ilişkin nakdi ücret desteği ödemeleri ekimde başl ıyor işsizlik ödeneğine hak kazanamayanlar ekimücretsiz izine ayr ılm ış olan çal ışanlar ekimde ödemeleri gerçekleşiyor k ısacal ışma nakdi ücret desteği turizm işçileri ,"2",""
pandemi süreci ve vaka say ıs ı bu şekilde devam ederse sizce turizm sezonu nas ıl olur ,"0",""
rusya ukrayna ve kazakistan turizm acentelerinin yeni destinasyonu istanbul ,"0",""
içişleri bakanl ığ ı taraf ından ilin valiliğine gönderilen yeni genelge ile tüm konaklama tesislerine müşteri kabulü için hes kodu zorunluluğu getirildi ,"0",""
salg ın sürecinden ev d ış ı yemeiçme sektörü turizm ve ulaş ım havayolu sektörü en fazla etkilenen sektörler oldu bu sektörlerin çal ışanlar ı dönemsel kazanç elde edip sezon harici dönemde kazand ıklar ın ı harcamaktad ırlar zor bir k ış dönemi olacak ,"1",""
 avustralya bas ın ı türkiye dev bir lüks gemi mezarl ığ ına döndü ,"1",""
sanayi sanayi gelismeden hizmet sektoru gelistiginde bizdeki gibi bazi sorunlar yasanmaktadir turizm cok cok dogru geldi dalgakiran bu adami cok tutuyorum,"2",""
 ekim e kadar uzat ılan vize yasağ ın ın yar ın bitip bitmeyeceğine dair henüz karar al ınmad ı ,"0",""
allah bereket versin izmir cesme  ,"2",""
e devlet üzerindensendika üyelik işlemlerinden otel konaklama seçeneklerinden tek iş sendikasini seçerek bizlere kat ılabilirsiniz  ,"2",""
 rus tur operatörleri uzayan yaz sezonu sonras ında türkiye ye yönelik charter uçuşlar ı için planlar ın ı aç ıklad ı ,"0",""
 rusya pandemi sonras ında ekonomiyi toparlamak için iç turizme öncelik verip d ış turizmi k ıs ıtlamay ı hedefliyor ,"1",""
sivas divriği ilçesinde uygulanacak cam seyir teras projesi ilçenin turizmini zirveye ç ıkaracak  ,"2",""
dünya turizm örgütü bu y ıl ın temas ın ı k ırsal kalk ınma ve turizm olarak belirledi yaşanan süreçte bu ayn ı zamanda tar ım coğrafiişaretler ve turizm in daha da yak ınlaşacağ ı anlam ın ı taş ıyor bu iki stratejik sektörün işbirliği alan ın ı genişletmeliyiz ,"2",""
güvenli turizm sertifikasyon program ı kapsam ında zorunlu tabela  ,"0",""
erdoğan ın büyütüp beslediği yetiştirip koruduğu en ünlü doland ır ıc ıs ı adil üstündağ ,"1",""
bakan albarak abd dolar ı ve faizle rekabeti fiilen kestiğimizi bundan sonra sanayi üretimi turizm döviz girdisi ve rekabetçi döviz kuruna odaklanacağ ım ız ı söyledi bence içerik güzeldi ama ,"2",""
green park otelleri kimlere tuzak kuruyor ,"1",""
mahkeme alkoçlar otelcilik in iflas ına karar verdi  ,"1",""
akp chp nin doland ır ıc ı otelcisi nerde bir h ırs ız var arkas ında akp  ,"1",""
akp chp nin otelcisi adil üstündağ nitelikli doland ır ıc ıl ık yap ıyor ,"1",""
akp nin oteli green park otelleri ve sahipleri nitelikli doland ır ıc ıl ık yap ıyorlar mahkemeler seyrediyor ,"1",""
ruslar antalyadan vazgeçmiyor  ,"2",""
kktc de covid la mücadele kapsam ında daha önce ekim e kadar kapal ı olacağ ı belirtilen gece kulüpleri disko ve casinolar ın ekim tarihinden itibaren aç ılmalar ına izin verildi  ,"0",""
 budva şehrinde yap ım ı süren ikinci otelin in haziran ay ında hizmete girmesi planlan ıyor  ,"0",""
hazine ve maliye bakan ı berat albayrak yeni ekonomik program ı aç ıklad ı,"0",""
türkiye ye en çok turist bu ülkeden geldi ,"2",""
türkiye ayda yaklaş ık milyon ziyaretçi ağ ırlad ıkültür ve turizm bakanl ığ ın ın ocak ağustos yabanc ı ziyaretçi istatistiklerine göre ayda en çok ziyaretçi s ıras ıyla almanya rusya federasyonu bulgaristan ukrayna ve ingiltere den geldi  ,"0",""
seyahat veri analiz şirketi cirium un verilerine göre y ıl ın haftas ında eylül dünyan ın yolcu say ıs ı aç ıs ından en yoğun uluslararas ı hatt ı antalya moskova hatt ı oldu  ,"0",""
 otel yöneticilerinin dijitalleşme ile gelir yönetimine normale göre çok daha ihtiyac ı vard ır ihtiyaçlar ın ız ı belirlemek için ücretsiz keşif görüşmemizden hemen yararlan ın  ,"0",""
onu da bilsin şunu da onu da yaps ın bunuda başl ıklar ı ile turizmci değil her işi yapabilecek yar ı maaşa çal ışabilecek kişilerin arand ığ ı bir sezona girdik işi bilen personele az daha sab ır keser de döner sap da ,"1",""
 ülkenin çoğu gibi yok say ılan k ıs ımday ım ondan turizm ,"1",""
yunanistan daki girit adas ından pazar günü hareket eden ve tui cruises taraf ından işletilen bir gemide mürettebat ın covid test sonuçlar ı pozitif ç ıkarken daha sonra s ın ın testi negatife döndü  ,"0",""
 rus tur operatörleri ve acentalar istanbul marmara kapadokya n ın ard ından şimdi de mezopotamya turlar ına başlama haz ırl ığ ında ,"0",""
marmaris belediyesi marmaris ticaret odas ı ve yda dalaman havaliman ı ile jet aras ındaki görüşmeler sonucunda kas ım tarihleri aras ında ingiltere iskoçya ve kuzey irlanda dan uçuş planland ı  ,"0",""
türkiye yi ayda yaklaş ık milyon turist ziyaret etti ,"2",""
pandemi döneminin getirdiği olumsuz şartlarda en çok etkilenenlerden bir tanesi turizm olmuştur pandemi döneminin sonland ığ ı seyahat k ıs ıtlamalar ın ın kalkt ığ ı turizm işçilerimizin emeklerinin karş ıl ığ ın ı ald ığ ı iyi günleri yaşamak dileğiyle   kutluolsun ,"2",""
turizm başkenti antalya alanya dolar euro yükselişinin girdi maliyetlerini arttiracaginin fark ında kötü geçen bir sezonun hasar tespiti daha yap ılmad ı turizm sektörünü zor bir k ış ay ı bekliyor ,"1",""
türkiye ye turist gönderen ülkeler almanya rusya ,"2",""
turizm sektöründeki koronavirüs krizi büyüyor ,"1",""
türkiye ye ayda milyon bin turist  ,"2",""
bergama da turizmi için start verildi ,"2",""
kanl ıböğet gezisi and ır ın minareli asma köprüden maraş  ın sakl ı cennet kanl ıböğet ,"2",""
türkiyenin ilk göl şehri nef markasiyla kuruluyor ,"1",""
karataş ilçemizin doğal zenginlik ve kültürel miraslar ın ı daha çok ön plana ç ıkar ıp turizm potansiyelinin artt ırmak için hizmet üretmeye devam ediyoruz  ,"2",""
türkiye ilk ayda yaklaş ık milyon ziyaretçi ağ ırlad ı  ,"2",""
nordwind havayollar ından antalya ad ım ı  ,"0",""
bodrum deniz kum ve güneş üçlüsü ile ünlü olsa da tarihi yerler konusundan ülkemizin en zengin destinasyonlar ından biridir bodrum  ,"2",""
yabanc ı ziyaretçiler için ukrayna ya giriş yasağ ı eylül itibariyle sona erdi art ık yabanc ılar ülkeye serbestçe girebiliyor  ,"2",""
paraşütle ölüme yolculk  ,"1",""
yedikulehisar ı türkiye ve istanbul turizmine büyük katk ı sunacak    ,"2",""
 ilya umanskiy sonbaharda ülke içi destinasyonlara yönelik talepte geçen y ıla göre rekor seviyede bir art ış bekliyoruz ,"2",""
balonlar urfa semalar ında ,"0",""
müjde antalyada turizm k ış ında devam edecek ,"2",""
antalya da turizm sezonu k ışa uzad ı  ,"2",""
intermobil ailesi olarak turizm taş ımac ıl ığ ı hizmeti veren tüm kişi ve kurumlar ın dünya turizm günü nü kutlar ız  ,"2",""
turizm eski haline ne zaman dönecek  ,"1",""
  oecd raporuna göre yabanc ı turistin harcad ığ ı her o ülke ekonomisinde cent katma değer yaratmakta y ıl ında yani covid öncesinde milyar turizm geliri elde etmiştik ,"1",""
dünya turizm günü kutlu olsun   turizm ,"2",""
yenisezon antalya da turizm k ış ın da devam edecek  ,"2",""
 milyondan fazla kişi antalyaya uçtu ,"0",""
kötüleşen ekonomik durum  ış ığ ında koronavirüsü türk hava yollar ı n ın milyar liral ık rekor zarar kaydetmesiyle ulusal şirketlerimizin yaralar ın ı derinleştirmeye devam ediyor  ,"1",""
turizm cennetimizin k ıymetini daha iyi anlad ığ ım ız şu günlerde doya doya gezdiğimiz günlere hasretle ,"1",""
bu yaz en çok alman turist geldi   ,"1",""
  kutlu olsun özellikle covid ile daha iyi anlaş ıld ı ki yerelleşme bölgesel  ilişkisi çok önemli turizm e emek vermiş herkes ve her kurum çok değerli ,"2",""
 eylül turizm dünyas ında neler oldu ,"0",""
tüm sektörümüzün günü kutlu olsun zor zamanlar geçiriyor olsak da mesleğimi seviyorum ve bu meslek için çaba göstermeye devam edeceğim bol turistli günlerin bir an önce gelmesini diliyorum   ,"2",""
turizm sadece kentler turistik ve gelişmiş bölgeler için değil birçok k ırsal topluluk için bir cankurtaran halat ıd ır turizm sadece üniversite ve turizm mezunlar ın ı değil özellikle kad ınlar ve gençler için önde gelen bir istihdam kaynağ ıd ır   ,"2",""
bugün eylül   unwto yi turizm ve k ırsal kalk ınma y ıl ı olarak belirledi yine yeniden seyahat edebileceğimiz günlere en k ısa zamanda kavuşmak dileğiyle  ,"1",""
 izmit belediyesi eylül dünya turizm günü kapsam ında tarih koridoru gezisi düzenleyerek izmitlileri kent tarih ile buluşturdu   ,"2",""
pandemi döneminde en çok etkilenen sektörlerin baş ında gelen turizm sektöründe canla başla ve büyük özveriyle işini yapan bütün çal ışanlar ın eylül dünya turizm gününü kutlar ım ,"2",""
say ın yavaş ankara m ız ın tarihi kültürel sanatsal ve doğal güzellikleri hakk ında turizm ve türkiyemiz için kitap dergi külliyat ad ına bir proje düşünüyor musunuz ankara kültür ve turizm haritas ı mesela çok güzel olurdu ,"2",""
bugüne kadar hizmet verdiğimiz turizm sektörüne hizmet etmiş tüm markalar ım ız ın dünya turizm günü kutlu olsun   ,"2",""
irlandal ı yazar oscar wilde  ın dediği gibi seyahat insan ın ruhunu asilleştirir ve önyarg ılar ın ı yok eder   ,"2",""
maalesef bugün turizm sektörü en zor zamanlar ın ı yaş ıyor  ,"1",""
bugün eylül   bu sene covid nedeniyle turizm ve otelcilik sektörü lik bir düşüş yaşad ı ,"1",""
projenin önceliklerinden van gölünün koruma kullanma dengesini gözeterek etkileşimde bulunduğu alan kalk ınmaya yönelik başta turizm sektörü olmak üzere gölü temel alan sektörlerin geliştirilmesidir  ,"0",""
 turizm emekçilerimize selam ve dua ile  ,"2",""
gelecek y ıl için tahminlerini de paylaşan bozkurt y ıl ı ile ilgili beklentimiz ise tabii ki şu anda devam eden bu talep durumuna göre bu y ıl ı böyle kapatacak  ,"0",""
 y ıl ı toplam otomotiv sat ışlar ın ın seyrini bulunurluk belirleyecek dedi ötv deki değişimlere rağmen de talebin binleri bulabileceğine değinen bozkurt yeni y ıla kadar fazla talebe karş ın düşük arz ın sürebileceğini vurgulad ı  ,"1",""
turizm işcileri ülkenin çok mağdur olan emekçi kesimlerinin baş ında gelmektedir ,"1",""
türkiye y ıl ın ayl ık döneminde bir önceki y ıl ın ayn ı dönemiyle karş ılaşt ır ıld ığ ında kovid sebebiyle yüzde azal ışla milyon bin yabanc ı ziyaretçiyi ağ ırlad ı  ,"1",""
türkiye ye bu yaz en çok alman turist gelditürkiye yi ocak ağustos döneminde milyon bin yabanc ı turist ziyaret etti turistlerin geldiği ülkeler aras ında bin kişiyle almanya ilk s ırada yer ald ı  ,"2",""
 den itibaren dünya turizm örgütü taraf ından belirlenen eylül dünya turizm günü kutlu olsun turizm   ,"2",""
kovid nedeniyle turizm sektörünün kayb ı trilyon dolara ulaşabilir   ,"1",""
çamaş kanyonu turizme kazand ır ılacak  ,"2",""
bugün dünya turizm günü belki bu yaz dilediğiniz gibi seyahat edemedik ama gelecek yaz kendimizi ş ımartmak için harika bir f ırsat olabilir ,"2",""
turizm sektöründe elliden fazla kolda faaliyet gösteren tüm paydaşlar ın çal ışanlar ım ız ın ve turizme emek veren herkesin eylül dünya turizm günü kutlu olsun   ,"2",""
turizm sektöründe kriz büyüyor yard ım olmadan ay dayan ır ız   ,"1",""
türkiye de yüzbinlerce turizm işçisinin milyonu aşan nüfusuyla zor günler geçiren tüm turizm emekçilerinin dünya turizm günü kutlu olsun  ,"1",""
seyahat et kendini keşfet yaşam ı s ın ırs ız bir maceraya dönüştür ,"2",""
turizm ülkemizin dört mevsim boyunca aktif sektörlerinden biridir ,"0",""
dünya turizm günü nde turizmin istihdam ve f ırsat yaratma potansiyelini ne kadar takdir ettiğimizi vurguluyoruz covid pandemisiyle turizmin insanlar ı bir araya getirmede oynad ığ ı benzersiz rolün önemini bir kez daha görmüş olduk  ,"2",""
farkl ı kültürlerdeki insanlar ı bir araya getiren insanlar aras ında bar ış ve dostluk gelişmesine katk ıda bulunan turizmin tüm dünyada en k ısa zamanda eski haline dönebilmesi umuduyla  ,"2",""
kontrollü sosyal hayat mesafe maske ve temizlik turizmbirleştirir yaşad ığ ım ız bu zor günlerin y ıl ında geride kalmas ı temennisiyle,"2",""
bugün dünya turizm günü hani şuan tüm dünyada kan ağlayan sektör ,"1",""
dünyan ın en güzel yerlerini ve biricik miras ım ız türkiye nin doğal hazinelerini birlikte keşfetmeye devam ediyoruz  ,"2",""
denizli milliyetçiliği en zoru bencil olmak yerine hepimiz olsayd ık siyaset de başkanlar bizden ç ıkard ı ticaret de marka şehri olurduk turizm de eyfel kulesine değil laodikya ya ak ın ederdik aşk çeşmesine değil kleopatra antik havuzuna s ığamazd ık  ,"1",""
seyahat etmeyi keşfetmeyi seven ve turizme emek veren herkesin eylül dünya turizm günü kutlu olsun ,"2",""
karataş ilçemizin doğal zenginlik ve kültürel miraslar ın ı daha çok ön plana ç ıkar ıp turizm potansiyelinin artt ırmak için hizmet üretmeye devam ediyoruz  ,"2",""
turizm farkl ı kültürleri keşfetmek öğrenmek ve anlamak için eşsiz f ırsatlar sunar   ,"2",""
turizm hayaller ve yeni maceralar aras ındaki en k ısa yoldur   ,"2",""
 işsizlik turizmcinin liras ı pandemi krizinde hükümetin destek paketi içinde olan uygulamalardan birisi de aktif çal ışanlar için nakdi ücretsiz izin desteği verilsin yeter art ık,"1",""
diyarbak ır surlar ı turizme kazand ır ılacak     ,"2",""
 ingiliz turistler ege ye ak ın etti  ,"2",""
başkan ilhan koronavirüs sadece kap ıköy s ın ır kap ıs ından m ı giriş yap ıyor ,"1",""
ege ile akdeniz in buluştuğu cennet datça ,"2",""
 bir turizm bakan ı düşünün kaçak otel yap ıp imar bar ış ından yararlan ıyor ve neden yapmayay ım diyor biri ç ık ıp demiyor ki kardeş sen bakans ın oteli nas ıl kaçak yapars ın bu olay afrika da p ırasa cumhuriyetinde olmuştur ,"1",""
hatay büyükşehir belediyesi yayladağ ı karamağara y ı çöp y ığ ınlar ından kurtard ı ,"2",""
van  ın erciş ilçesinde flamingolar ın konaklad ığ ı bölgeler kuş gözlemevleri yürüme parkurlar ı çocuk oyun parklar ı kamp ve dinlenme alanlar ı inşa edilerek turizme kazand ır ılacak  ,"2",""
turizm sektörü alternatif seçeneklere yoğunlaş ıyor ,"2",""
kktc de bakanlar kurulu seyahat acentelerine y ıl ı teşvik alacaklar ından milyon tl ödeme yap ılmas ına karar verdi ,"2",""
bosch un yeni h ızl ı koronavirüs testi dünyan ın en h ızl ıs ı ,"2",""
türkiye nin koronavirüs ile mücadelesi sağl ık turizmi için umut verici ,"2",""
kültür ve turizm bakanl ığ ı ağustos ay ı yabanc ı ziyaretçi istatistiklerini aç ıklad ı ,"0",""
 o alçak terör örgütü yüzünden ülkemizin şu cennet köşeleri y ıllarca gözlerden  ırak kald ı oysa tam bir doğa harikas ı olan bu eşsiz bölge türkiye nin en çekici turizm merkezlerinden biri olabilir  ,"1",""
 yurtd ış ına turizm amaçl ı ç ıkan halk ım ız çeyrekte kişi baş ı dolar harcad ı  ,"0",""
alanya da gizli kleopatra koyu kimse bilmiyor  ,"0",""
antalya kaş turizm bir belediye hesab ı nas ıl ask ıda durabilir günlerce bu büyük bir yönetim zafiyetidir özellikle turizm merkezlerinin tan ıt ım ihtiyac ı s ır ıt ırken bir de sosyal medya hesaplar ın ı ask ıya ald ırmalar ı vahim bir yönetim handikab ıd ır ,"1",""
alanya sokaklar ı bomboş biz bize elfida dinliyoruz  ,"2",""
adana ile ilgili öğrenmek ve yazmak istediğiniz her şey için t ıklay ın  ,"0",""
 ağustos ay ında ülkemizi milyon yabanc ı turist ziyaret etti a göre düşüş civar ı  ,"1",""
 y ıl ın ın ilk ay ındaki ziyaretçi rakamlar ı belli oldu ,"0",""
antalya eylül döneminde rakipleri mayorka girit rodos a gelen turistlerin toplam ı kadar misafire ev sahipliği yaparak akdeniz deki turizm bölgeleri aras ında en fazla turist ağ ırlayan destinasyon oldu     ,"2",""
turizme darbe mi ruslar kendi antalyalar ın ı kuracak ,"1",""
akdeniz in son incisi pazarc ık ta dev turizm hamlesi başlad ı  ,"2",""
bergama turizm tan ıt ım ı için acenteleri ağ ırl ıyor ,"0",""
başta istanbul olmak üzere otellerin yar ıdan fazlas ı kapal ı kalmaya devam ediyor  ,"1",""
türkiye otelciler birliği pandemi gölgesinde geçen ağustos ay ına ilişkin konaklama sektörü doluluk oranlar ın ı aç ıklad ı  ,"0",""
türkiye nin en önemli gelir kaynaklar ından biri olan turizm alan ında da konuklar ına keyifli anlar yaşatmak isteyen bahaş holding bahaş hotel ipekyolu sosyal tesisleri ve oylat mağaras ı ile faaliyet göstermektedir  ,"2",""
 say ın bakan yard ımc ım ız ile gaziantep ilinde gerçekleştirdiğimiz gezide şehirin ve bölgenin turizm potansiyeli ve derneğimiz faaliyetleri hakk ında görüşlerimizi paylaşt ık ,"0",""
antalyada koronaya rağmen turizm patlad ı ,"2",""
maaş yetmiyor kesinlikle yaninizdayim biz tursab belgeli turizm acentalari olarak aydir nerdeyse siftah yapmadik sen hicmi gormezsin bizi zaten bize lokma yardimi olmadi bu gidis nereye soran yokmu be zalimler   ,"1",""
van da flamingolar ın konaklad ığ ı alanlar turizme kazand ır ılacak   ,"2",""
şu an bodrum gibi seçkin turizm merkezlerinde biz ve bizim gibi kalitede inşa edilen çok say ıda proje turizmde ülkemize yeni sayfa açt ıracak bu yat ır ımlar değerimize değer katacak ülkemizi dünya turizm gelirinde k ısa sürede ilk içine alacak ,"2",""
ingiltere de ocak ta sona erecek olan turizm ve otelcilik hizmetlerine yönelik kdv indirimi mart sonuna kadar uzat ıld ı  ,"0",""
uludağ da yer alan otelimiz ağaoğlu my mountain hotel pandemi sürecinde alm ış olduğu önlemler ile tse türk standartlar ı enstitüsü taraf ından güvenli turizm sertifikas ı almaya hak kazanm ışt ır  ,"2",""
tarihin huzur dolu mekan ı film setlerine ev sahipliği yapm ış tarihi taşhan alem i çarş ı yy yolunuz düşerse bir çaya bekleriz,"2",""
bursa il h ıfz ıs ıhha kurulu covid la mücadele kapsam ında ald ığ ı karar ile eylül den itibaren şehirdeki oteller ve tüm konaklama tesislerine girişte heskodu sorgulamas ı yap ılacağ ın ı duyurdu,"0",""
rusya da al ınan yeni karar ile ülke d ış ından gelen rus vatandaşlar ın ın pcr test sonuçlar ı al ınana kadar kendilerini izole etmelerinin gerektiği duyuruldu     ,"1",""
yurt d ış ından dönen ruslar için yeni coronavirus önlemleri ,"1",""
 coronavirus pandemisi tüm dünyada olduğu gibi rusya da da turizm sektörü için ciddi bir s ınav olmay ı sürdürüyor,"1",""
 rusya devlet başkan ı vladimir putin ikamet uzatma konusunda yabac ılar için kolayl ık sağlayan bir karar ald ı ,"2",""
göbeklitepe balon turlar ı başl ıyor,"2",""
 mice sektörü için hiç olmadiği kadar yoğun geçecek    ,"1",""
su yerine y ıld ır kola içen kad ına ne oldu dersiniz kola zehirdir,"1",""
dev markalar izmir i terk ediyor hilton un ayr ıl ış karar ı izmir in sini olumsuz etkileyecek ,"1",""
ve hilton da izmir i terk ediyor izmir ekonomisinin durağan olmas ı dev markalar ı kaç ır ıyor ,"1",""
tüketicinin korunmas ın ın güçlendirilmesi projesi kapsam ında düzenlenen covid ve turizm ulaşt ırma sektörlerinde tüketicinin korunmas ı konulu çal ıştay eylül tarihinde ankara da başlad ı ,"2",""
kktc de sağl ık bakanl ığ ı covid salg ın ıyla mücadele kapsam ında baz ı ülkelerin risk durumuna göre belirlenen kategorilerini güncelledi ,"0",""
antalya yüzbinlerce rus turisti günde ağ ırlad ı   ,"2",""
italya dan ülkemize iadesi sağlanan y ıll ık lidya yaz ıt ı ankara ya ulaşt ı ve anadolu medeniyetleri müzesi nde sergiye sunuluyor ,"0",""
yeni birlik üyemiz eşref pektaş turizm e hay ırl ı olsun dileklerimizle ,"2",""
uluslararas ı havayolu taş ımac ıl ığ ı birliği iata karantina önlemlerini yerine tüm yolcular için sistematik covid testi uygulanmas ı çağr ıs ın ı yapt ı,"0",""
frans ız bas ın ı paris in eyfel kulesi çevresindeki geniş bir alan ın polis taraf ından kordon alt ına al ınd ığ ın ı ve insanlara bölgeden uzak durmalar ın ın söylendiğini yazd ı  ,"1",""
lidyayaz ı y ıl sonra yeniden türkiye ye getirildi  ,"2",""
san ır ım bu sene aş ı turizm için en k ıymetli hazine olacak ,"2",""
 suudiarabistan salg ın ı nedeniyle ask ıya al ınd ıktan ay sonra ekim den itibaren umre hac ziyaretine kademeli olarak devam edecek  ,"2",""
rusya federasyonu antitekel kurumu fas rekabete ayk ır ı bulduğu baz ı uygulamalar ından dolay ı booking com a ikinci bir uyar ı verdi  ,"1",""
bölge temsil kurulu toplant ıs ı projelerin planland ığ ı yoğun gündemle gerçekleşti,"0",""
gümtob başkan ı ersin yaz ıc ı otelcilerin mevcut durumu ve gelecek öngörüleri ile ilgili değerlendirmelerde bulundu ,"0",""
ikinci bir dip noktas ına doğru gidiyoruz ,"1",""
avrupal ı turistin k ış destinasyonu türkiye olabilir ,"2",""
birkaç sene önce hallstatt a gittik masal köyü olarak bilinir ancak inan ın iliç ile çok benzer ülkede gezebilecek maddi duruma sahip olanlar ın malum halimiz çoğu iliç i bilmiyor suç kimde gerçekten bilmiyorum ,"1",""
arabas ı elinden al ınd ı alanya da o turizmciye icra şoku ,"1",""
